Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
6/12/2020,2020,6,12,Friday,23,2020-23,100.71,101.13,97.33,99.87,24856800,95.03,0.027363356,97.935,89.9286,Red
6/15/2020,2020,6,15,Monday,24,2020-24,96.42,101.43,95.87,101.25,22153600,96.34,0.013818022,98.30428571,90.2072,Green
6/16/2020,2020,6,16,Tuesday,24,2020-24,105.37,105.68,99.31,102.06,22193600,97.11,0.007999961,98.35142857,90.55,Green
6/17/2020,2020,6,17,Wednesday,24,2020-24,102.53,102.54,99.21,99.48,15639800,94.66,-0.025279109,98.32571429,90.7408,Green
6/18/2020,2020,6,18,Thursday,24,2020-24,98.67,100.52,98.13,98.94,16591900,94.14,-0.005428281,98.43642857,90.8988,Green
6/19/2020,2020,6,19,Friday,24,2020-24,100.53,100.6,96.73,97.81,40371200,93.07,-0.011421191,98.38285714,90.9656,Green
6/22/2020,2020,6,22,Monday,25,2020-25,97.25,97.95,96.54,96.75,16216900,92.06,-0.010837229,98.235,90.8512,Red
6/23/2020,2020,6,23,Tuesday,25,2020-25,98.97,99.97,97.85,97.93,15381400,93.18,0.012196449,97.80428571,90.8462,Red
6/24/2020,2020,6,24,Wednesday,25,2020-25,96.75,96.84,94.31,94.66,22919800,90.07,-0.033391242,97.00357143,90.8302,Red
6/25/2020,2020,6,25,Thursday,25,2020-25,94.35,98.21,94.26,97.96,25743600,93.21,0.034861619,96.10142857,90.9666,Red
6/26/2020,2020,6,26,Friday,25,2020-25,95.11,95.37,92,92.59,41896300,88.1,-0.054818307,94.68357143,91.0668,Red
6/29/2020,2020,6,29,Monday,26,2020-26,93.4,94.49,92.18,93,18499700,88.49,0.004428096,93.49142857,91.0254,Red
6/30/2020,2020,6,30,Tuesday,26,2020-26,92.83,94.66,92.57,94.06,19137000,89.5,0.01139782,92.67571429,91.0702,Red
7/1/2020,2020,7,1,Wednesday,26,2020-26,94.89,95.71,93.03,93.26,18755700,88.74,-0.008505181,92.40714286,91.1504,Red
7/2/2020,2020,7,2,Thursday,26,2020-26,94.74,94.96,91.93,92.66,27845600,89.03,0.003248227,91.97857143,91.2308,Red
7/6/2020,2020,7,6,Monday,27,2020-27,94.43,95.2,93.48,95,18625300,91.27,0.025253626,91.61642857,91.3552,Green
7/7/2020,2020,7,7,Tuesday,27,2020-27,93.82,94.1,92,92.32,25757200,88.7,-0.028210667,91.01571429,91.403,Green
7/8/2020,2020,7,8,Wednesday,27,2020-27,92.29,93.34,91.8,93.3,18762200,89.64,0.01061533,90.65714286,91.3952,Green
7/9/2020,2020,7,9,Thursday,27,2020-27,93.52,94.12,90.78,91.28,25600800,87.7,-0.021650672,90.19714286,91.3358,Green
7/10/2020,2020,7,10,Friday,27,2020-27,92,96.84,91.87,96.27,28954200,92.49,0.054666943,90.15571429,91.3234,Green
7/13/2020,2020,7,13,Monday,28,2020-28,98.73,99.27,96.23,97.65,32079200,93.82,0.014334737,90.28142857,91.3774,Green
7/14/2020,2020,7,14,Tuesday,28,2020-28,98.37,99.95,96.64,98.21,42731700,94.36,0.005734914,90.36571429,91.49,Green
7/15/2020,2020,7,15,Wednesday,28,2020-28,100.89,101.29,98.65,99.73,22508400,95.82,0.015476983,90.77642857,91.653,Green
7/16/2020,2020,7,16,Thursday,28,2020-28,98.78,101.22,98.55,100.01,16886900,96.09,0.002807533,90.98214286,91.824,Green
7/17/2020,2020,7,17,Friday,28,2020-28,100,100.08,98.14,98.16,16137700,94.31,-0.018498086,91.42571429,91.9924,Green
7/20/2020,2020,7,20,Monday,29,2020-29,97.43,98.39,97.26,97.3,14458100,93.48,-0.008761173,91.78214286,92.1262,Green
7/21/2020,2020,7,21,Tuesday,29,2020-29,97.71,100.05,97.64,99.41,17798100,95.51,0.021685442,92.21142857,92.2724,Green
7/22/2020,2020,7,22,Wednesday,29,2020-29,99.65,100.13,97.53,98.69,14271200,94.82,-0.007242803,92.64571429,92.4566,Green
7/23/2020,2020,7,23,Thursday,29,2020-29,98.5,99.35,97.97,98.98,12870200,95.1,0.002938582,93.07928571,92.7024,Green
7/24/2020,2020,7,24,Friday,29,2020-29,99.6,99.8,97.94,98.28,12744200,94.42,-0.007072176,93.30428571,92.9918,Green
7/27/2020,2020,7,27,Monday,30,2020-30,97.51,97.63,96.17,96.9,11959100,93.1,-0.014041403,93.61857143,93.1882,Red
7/28/2020,2020,7,28,Tuesday,30,2020-30,96.5,97.89,96.5,97.32,11754300,93.5,0.004334209,93.89428571,93.4236,Red
7/29/2020,2020,7,29,Wednesday,30,2020-30,97.07,99.71,97,99.68,12743500,95.77,0.024249941,94.47071429,93.6178,Red
7/30/2020,2020,7,30,Thursday,30,2020-30,97.54,97.74,96.05,97.02,14834800,93.21,-0.026685339,94.52214286,93.7946,Red
7/31/2020,2020,7,31,Friday,30,2020-30,96.48,96.93,95.25,96.64,14535000,92.85,-0.003916827,94.45285714,93.9136,Red
8/3/2020,2020,8,3,Monday,31,2020-31,97.02,97.57,95.85,96.1,12962800,92.33,-0.005587701,94.30785714,94.0442,Green
8/4/2020,2020,8,4,Tuesday,31,2020-31,95.91,95.95,95.03,95.55,13366200,91.8,-0.005723049,94.02071429,94.1776,Green
8/5/2020,2020,8,5,Wednesday,31,2020-31,95.87,98.47,95.72,97.21,15260900,93.4,0.017372936,93.82857143,94.2222,Green
8/6/2020,2020,8,6,Thursday,31,2020-31,97.58,98.1,96.54,97.24,10482100,93.43,0.000308617,93.76571429,94.1618,Green
8/7/2020,2020,8,7,Friday,31,2020-31,96.93,99.49,96.56,99.38,14743700,95.48,0.022007428,93.90857143,94.171,Green
8/10/2020,2020,8,10,Monday,32,2020-32,100.11,102.04,100.03,100.64,14989900,96.69,0.012678632,93.99285714,94.253,Green
8/11/2020,2020,8,11,Tuesday,32,2020-32,103.86,106.16,103.51,103.82,31518600,99.75,0.031597721,94.345,94.3716,Green
8/12/2020,2020,8,12,Wednesday,32,2020-32,106.16,106.43,101.71,102.94,19240800,98.9,-0.008476207,94.61642857,94.467,Green
8/13/2020,2020,8,13,Thursday,32,2020-32,102,103.36,101.64,102.37,13598600,98.35,-0.005537167,94.89714286,94.4498,Green
8/14/2020,2020,8,14,Friday,32,2020-32,101.5,103.31,101.42,102.41,12134400,98.39,0.000390722,95.275,94.392,Green
8/17/2020,2020,8,17,Monday,33,2020-33,101.5,102,99.53,99.71,14988000,95.8,-0.026364619,95.43928571,94.1912,Red
8/18/2020,2020,8,18,Tuesday,33,2020-33,99.91,99.91,98.12,98.32,13246500,94.46,-0.013940452,95.34571429,93.9214,Red
8/19/2020,2020,8,19,Wednesday,33,2020-33,98.92,100.59,98.34,98.55,13533000,94.68,0.002339376,95.45071429,93.7114,Red
8/20/2020,2020,8,20,Thursday,33,2020-33,97.26,98.03,96.8,97.37,13672600,93.55,-0.011973678,95.50071429,93.564,Red
8/21/2020,2020,8,21,Friday,33,2020-33,97.27,98.57,96.94,97.32,12228300,93.5,-0.000513543,95.58428571,93.584,Red
8/24/2020,2020,8,24,Monday,34,2020-34,98.45,100.21,97.42,100.06,17898300,96.14,0.028154613,95.89428571,93.6062,Green
8/25/2020,2020,8,25,Tuesday,34,2020-34,101.27,101.98,99.8,100.5,13648900,96.56,0.004397321,96.12,93.6106,Green
8/26/2020,2020,8,26,Wednesday,34,2020-34,99.94,100.27,99.05,99.09,12052400,95.2,-0.014029906,96.24642857,93.5724,Green
8/27/2020,2020,8,27,Thursday,34,2020-34,99,102.65,99,102.35,22163900,98.34,0.032899458,96.45071429,93.646,Green
8/28/2020,2020,8,28,Friday,34,2020-34,103.14,103.25,101.81,102.77,13756700,98.74,0.004103574,96.59714286,93.738,Green
8/31/2020,2020,8,31,Monday,35,2020-35,102.12,102.18,100.02,100.19,14219400,96.26,-0.025104585,96.34785714,93.8018,Green
9/1/2020,2020,9,1,Tuesday,35,2020-35,99.55,100.87,99.04,100.14,11595600,96.21,-0.000499089,96.15571429,93.8848,Green
9/2/2020,2020,9,2,Wednesday,35,2020-35,99.95,101.94,99.56,101.65,14475700,97.66,0.01507886,96.10642857,93.9744,Green
9/3/2020,2020,9,3,Thursday,35,2020-35,103.32,104.99,100.64,101.33,23281200,97.36,-0.003147993,96.03285714,94.1202,Green
9/4/2020,2020,9,4,Friday,35,2020-35,104.05,105.21,101.37,103.52,26325500,99.46,0.021612454,96.29428571,94.2452,Green
9/8/2020,2020,9,8,Tuesday,36,2020-36,102.98,103.57,99.48,99.92,22108600,96,-0.034775849,96.40428571,94.4032,Red
9/9/2020,2020,9,9,Wednesday,36,2020-36,100.8,101.69,99.56,100.87,13434000,96.91,0.009507593,96.56357143,94.5716,Red
9/10/2020,2020,9,10,Thursday,36,2020-36,101.4,102.42,99.64,99.83,15922800,95.91,-0.010310306,96.73214286,94.6998,Red
9/11/2020,2020,9,11,Friday,36,2020-36,99.97,101.36,99.59,101.07,13784300,97.11,0.01242119,96.99,94.8672,Red
9/14/2020,2020,9,14,Monday,37,2020-37,101.51,103.46,101.37,102.47,19017400,98.45,0.013851786,97.155,95.0556,Red
9/15/2020,2020,9,15,Tuesday,37,2020-37,102.73,102.85,99.14,99.28,23683000,95.39,-0.031131065,97.07142857,95.138,Red
9/16/2020,2020,9,16,Wednesday,37,2020-37,99.43,101.13,98.76,99.7,19270600,95.79,0.004230307,97.11357143,95.2798,Red
9/17/2020,2020,9,17,Thursday,37,2020-37,98.7,99.34,97.71,98.56,18290100,94.69,-0.011434224,96.85285714,95.3808,Red
9/18/2020,2020,9,18,Friday,37,2020-37,97.89,99.49,97.44,98.35,20121600,94.49,-0.002130646,96.54928571,95.5166,Red
9/21/2020,2020,9,21,Monday,38,2020-38,95.2,96.05,93.82,95.31,28378800,91.57,-0.030909987,96.21428571,95.4982,Red
9/22/2020,2020,9,22,Tuesday,38,2020-38,94.96,95.66,93.67,94.27,19257000,90.57,-0.01091185,95.81142857,95.4332,Red
9/23/2020,2020,9,23,Wednesday,38,2020-38,94.78,95.35,92.66,92.74,19952700,89.1,-0.01622998,95.2,95.328,Red
9/24/2020,2020,9,24,Thursday,38,2020-38,92.32,94.3,91.38,92.66,18366500,89.03,-0.000862502,94.605,95.1922,Red
9/25/2020,2020,9,25,Friday,38,2020-38,92.05,93.72,91.87,93.47,13293100,89.8,0.008741561,93.915,95.0664,Red
9/28/2020,2020,9,28,Monday,39,2020-39,95.06,96.93,94.35,96.16,20894100,92.39,0.028779407,93.65714286,95.028,Green
9/29/2020,2020,9,29,Tuesday,39,2020-39,96.03,96.03,94.33,95.35,12848200,91.61,-0.008423636,93.27857143,94.9906,Green
9/30/2020,2020,9,30,Wednesday,39,2020-39,95.35,97.2,95.26,96.27,16400600,92.49,0.009648643,93.03428571,94.9302,Green
10/1/2020,2020,10,1,Thursday,39,2020-39,97.12,97.77,96.03,96.97,15778700,93.17,0.007271259,92.75285714,94.8972,Green
10/2/2020,2020,10,2,Friday,39,2020-39,95.25,98.59,95.09,97.89,15149600,94.05,0.009487614,92.43857143,94.8762,Green
10/5/2020,2020,10,5,Monday,40,2020-40,98.32,99.25,97.53,99.04,13871900,96.04,0.021136078,92.485,94.9086,Green
10/6/2020,2020,10,6,Tuesday,40,2020-40,100.07,100.86,97.51,98.02,19220400,95.05,-0.01029885,92.43214286,94.9476,Green
10/7/2020,2020,10,7,Wednesday,40,2020-40,98.96,100.35,98.67,99.73,16358500,96.71,0.017445522,92.57642857,95.0118,Green
10/8/2020,2020,10,8,Thursday,40,2020-40,100.51,101.92,99.9,101.78,15659000,98.7,0.020555382,92.87714286,95.0704,Green
10/9/2020,2020,10,9,Friday,40,2020-40,102,102.11,100.11,101.2,13689100,98.13,-0.005698599,93.34571429,95.1688,Green
10/12/2020,2020,10,12,Monday,41,2020-41,101.1,103,100.85,102.44,16058000,99.34,0.012253115,93.97214286,95.2986,Green
10/13/2020,2020,10,13,Tuesday,41,2020-41,103,103.22,100.26,100.78,21697300,97.73,-0.016204624,94.58857143,95.4066,Green
10/14/2020,2020,10,14,Wednesday,41,2020-41,101.03,101.93,100.1,100.22,15204100,97.18,-0.00555669,95.17071429,95.5142,Green
10/15/2020,2020,10,15,Thursday,41,2020-41,99.1,101.78,99.04,101.72,17171200,98.64,0.014967081,95.80214286,95.619,Green
10/16/2020,2020,10,16,Friday,41,2020-41,101.41,102.33,100.72,101.51,13275000,98.43,-0.002064503,96.23357143,95.719,Green
10/19/2020,2020,10,19,Monday,42,2020-42,101.6,101.87,99.56,99.8,11725700,96.78,-0.016845496,96.60285714,95.745,Green
10/20/2020,2020,10,20,Tuesday,42,2020-42,100.31,101.77,100.12,100.37,11257100,97.33,0.005711298,96.94857143,95.7578,Green
10/21/2020,2020,10,21,Wednesday,42,2020-42,100.36,100.99,99.33,99.37,10730500,96.36,-0.009963116,97.17642857,95.69,Green
10/22/2020,2020,10,22,Thursday,42,2020-42,99.32,103.24,99.31,102.88,14837200,99.76,0.035322419,97.58428571,95.7072,Green
10/23/2020,2020,10,23,Friday,42,2020-42,103.5,104.45,102.93,103.81,15087600,100.66,0.009039788,97.91428571,95.7534,Green
10/26/2020,2020,10,26,Monday,43,2020-43,102.65,102.7,100.25,101.24,12410700,98.17,-0.024756758,98.13714286,95.749,Red
10/27/2020,2020,10,27,Tuesday,43,2020-43,100.51,100.92,99.16,99.33,10391700,96.32,-0.018866169,98.10928571,95.7594,Red
10/28/2020,2020,10,28,Wednesday,43,2020-43,97.5,98.3,96.07,96.54,16389500,93.61,-0.028088118,97.74571429,95.7424,Red
10/29/2020,2020,10,29,Thursday,43,2020-43,96.12,97.98,95.24,97.17,14208800,94.22,0.00652583,97.46642857,95.7332,Red
10/30/2020,2020,10,30,Friday,43,2020-43,97.91,98.42,96.23,98.04,15194500,95.07,0.008953432,97.16142857,95.7636,Red
11/2/2020,2020,11,2,Monday,44,2020-44,99.39,100.88,97.86,100.25,15011600,97.21,0.022541707,97.12428571,95.8378,Green
11/3/2020,2020,11,3,Tuesday,44,2020-44,103.02,104.74,102.69,103.41,17482600,100.28,0.031521145,97.34571429,95.9206,Green
11/4/2020,2020,11,4,Wednesday,44,2020-44,101,102.07,98.93,100.25,18886500,97.21,-0.030557924,97.24357143,95.9336,Green
11/5/2020,2020,11,5,Thursday,44,2020-44,101.06,105.1,101,104.35,17837400,101.19,0.040897758,97.44071429,96.0534,Green
11/6/2020,2020,11,6,Friday,44,2020-44,105.03,105.1,102.39,102.96,12552800,99.84,-0.013320633,97.65928571,96.0834,Green
11/9/2020,2020,11,9,Monday,45,2020-45,113.16,118.9,110.35,116.9,47792400,113.36,0.135392494,98.80428571,96.3758,Green
11/10/2020,2020,11,10,Tuesday,45,2020-45,117.35,117.45,114.69,116.52,20539300,112.99,-0.00325066,99.99214286,96.7104,Green
11/11/2020,2020,11,11,Wednesday,45,2020-45,116.89,116.96,113.96,114.78,14443400,111.3,-0.01493301,100.8164286,97.0122,Green
11/12/2020,2020,11,12,Thursday,45,2020-45,112.53,113.96,112.06,113.37,22063000,109.93,-0.012284372,101.4785714,97.2576,Green
11/13/2020,2020,11,13,Friday,45,2020-45,114.7,114.86,113.57,114.08,11847900,110.62,0.006262646,102.3678571,97.5228,Green
11/16/2020,2020,11,16,Monday,46,2020-46,117.79,118.61,115.73,117.3,19858600,113.74,0.028225763,103.6121429,97.8084,Green
11/17/2020,2020,11,17,Tuesday,46,2020-46,115.39,116.44,114.58,116.11,14553200,112.59,-0.010144853,104.9678571,98.1402,Green
11/18/2020,2020,11,18,Wednesday,46,2020-46,117.34,118.61,115.2,115.25,12571200,111.76,-0.007406812,106.2207143,98.4372,Green
11/19/2020,2020,11,19,Thursday,46,2020-46,114.18,115.82,113.56,115.56,10202500,112.06,0.002689752,107.4342857,98.7602,Green
11/20/2020,2020,11,20,Friday,46,2020-46,114.43,115.65,114.09,114.57,12718900,111.1,-0.008566892,108.4264286,99.04,Green
11/23/2020,2020,11,23,Monday,47,2020-47,116.05,118.17,115.57,117.87,13209200,114.3,0.02880338,109.4278571,99.357,Green
11/24/2020,2020,11,24,Tuesday,47,2020-47,120.07,123.5,119.71,123.32,20121600,119.58,0.046237379,111.0257143,99.8408,Green
11/25/2020,2020,11,25,Wednesday,47,2020-47,121.37,122.38,120.47,122.03,11715600,118.33,-0.010460587,112.25,100.2916,Green
11/27/2020,2020,11,27,Friday,47,2020-47,122,122.35,121.08,121.22,5983600,117.55,-0.006637815,113.515,100.7488,Green
11/30/2020,2020,11,30,Monday,48,2020-48,120,120.72,117.77,117.88,14411800,114.31,-0.02755324,113.5828571,101.1452,Green
12/1/2020,2020,12,1,Tuesday,48,2020-48,120.34,121.58,119.63,119.74,12668900,116.11,0.015778851,113.8057143,101.636,Green
12/2/2020,2020,12,2,Wednesday,48,2020-48,119.7,122.31,119.27,122.04,10811300,118.34,0.019208264,114.3085714,102.1914,Green
12/3/2020,2020,12,3,Thursday,48,2020-48,121.85,121.89,120.36,121.24,12904400,117.57,-0.006555201,114.8542857,102.7608,Green
12/4/2020,2020,12,4,Friday,48,2020-48,122.48,123.29,121.69,122.34,13583700,118.63,0.009072901,115.4264286,103.3528,Green
12/7/2020,2020,12,7,Monday,49,2020-49,121.15,122.17,120.21,121.88,9724300,118.19,-0.003760035,115.7442857,103.9206,Red
12/8/2020,2020,12,8,Tuesday,49,2020-49,121.04,122.33,120.76,122,9592100,118.3,0.000984581,116.1521429,104.4388,Red
12/9/2020,2020,12,9,Wednesday,49,2020-49,123.17,123.3,120.44,121.05,13073900,117.38,-0.007786801,116.5535714,104.9542,Red
12/10/2020,2020,12,10,Thursday,49,2020-49,119.99,120.78,119.56,120.27,13668400,116.62,-0.006443785,116.8792857,105.4368,Red
12/11/2020,2020,12,11,Friday,49,2020-49,118.94,120.02,118.37,119.56,9981600,115.94,-0.005903353,117.225,105.8922,Red
12/14/2020,2020,12,14,Monday,50,2020-50,121.34,121.42,118.11,118.3,12112400,114.71,-0.010538572,117.2542857,106.3054,Red
12/15/2020,2020,12,15,Tuesday,50,2020-50,119.29,120.9,118.62,120.32,12590200,116.67,0.017075265,117.0464286,106.718,Red
12/16/2020,2020,12,16,Wednesday,50,2020-50,120.3,121.08,119.86,120.67,11169400,117.01,0.002908796,116.9521429,107.1572,Red
12/17/2020,2020,12,17,Thursday,50,2020-50,121.26,121.45,119.58,119.67,11618000,116.04,-0.008286982,116.8442857,107.5438,Red
12/18/2020,2020,12,18,Friday,50,2020-50,119.14,119.88,118.27,119.08,28954800,115.47,-0.004930253,116.9271429,107.8792,Red
12/21/2020,2020,12,21,Monday,51,2020-51,123.17,125,121.09,123.55,28323600,119.81,0.037537744,117.1914286,108.3128,Green
12/22/2020,2020,12,22,Tuesday,51,2020-51,123.39,123.52,121.61,121.67,11788200,117.98,-0.015216473,117.1657143,108.6856,Green
12/23/2020,2020,12,23,Wednesday,51,2020-51,122.78,126.52,122.35,125.07,14973200,121.28,0.027944473,117.4307143,109.1566,Green
12/24/2020,2020,12,24,Thursday,51,2020-51,125.09,125.55,123.57,124.52,4164900,120.75,-0.004397563,117.5821429,109.628,Green
12/28/2020,2020,12,28,Monday,52,2020-52,125.82,126.65,124.79,125.34,8072600,121.54,0.006585263,117.8214286,110.086,Green
12/29/2020,2020,12,29,Tuesday,52,2020-52,126.2,126.28,124.89,125.01,8389200,121.22,-0.002632791,118.03,110.5418,Green
12/30/2020,2020,12,30,Wednesday,52,2020-52,125.49,125.85,124.9,125.36,7398000,121.56,0.002799792,118.3285714,111.0374,Green
12/31/2020,2020,12,31,Thursday,52,2020-52,125.09,127.33,124.82,127.07,8580200,123.22,0.013640668,118.8,111.5552,Green
1/4/2021,2021,1,4,Monday,1,2021-01,127.5,127.86,124.78,125.87,16819900,122.05,-0.009443545,119.2364286,112.069,Green
1/5/2021,2021,1,5,Tuesday,1,2021-01,124.99,126.3,123.77,125.65,13731200,122.72,0.005441248,119.8085714,112.5282,Green
1/6/2021,2021,1,6,Wednesday,1,2021-01,129.88,132.77,127.88,131.55,24909100,128.48,0.046955822,120.6521429,113.0846,Green
1/7/2021,2021,1,7,Thursday,1,2021-01,135.69,138.19,134.92,135.87,21940400,132.7,0.032839281,121.7728571,113.7752,Green
1/8/2021,2021,1,8,Friday,1,2021-01,135.97,136.35,134.12,136.02,12035100,132.85,0.001104101,122.9735714,114.5058,Green
1/11/2021,2021,1,11,Monday,2,2021-02,134.58,138.2,134.11,138.05,15937900,134.83,0.01492418,124.3564286,115.3302,Green
1/12/2021,2021,1,12,Tuesday,2,2021-02,139.44,141.66,138.83,140.22,18033500,136.95,0.01571896,125.5807143,116.1848,Green
1/13/2021,2021,1,13,Wednesday,2,2021-02,138.59,140.79,138.1,140.35,14816800,137.08,0.000927009,126.945,117.025,Green
1/14/2021,2021,1,14,Thursday,2,2021-02,140.49,142.75,140,141.17,18565600,137.88,0.005842427,128.1307143,117.8384,Green
1/15/2021,2021,1,15,Friday,2,2021-02,137.43,141.65,137.01,138.64,27881000,135.41,-0.017921495,129.1778571,118.541,Green
1/19/2021,2021,1,19,Tuesday,3,2021-03,139.86,140.7,137.82,138.04,19843800,134.82,-0.004327825,130.1264286,119.2932,Red
1/20/2021,2021,1,20,Wednesday,3,2021-03,137.82,138.17,135.44,135.97,16028800,132.8,-0.014995642,130.9535714,119.9254,Red
1/21/2021,2021,1,21,Thursday,3,2021-03,135.69,136.16,134.32,134.83,13411700,131.68,-0.008384166,131.6764286,120.5622,Red
1/22/2021,2021,1,22,Friday,3,2021-03,132.69,134.4,132.2,133.79,12933200,130.67,-0.007713464,132.2085714,120.9084,Red
1/25/2021,2021,1,25,Monday,4,2021-04,132.14,133.17,130.06,132.12,14212800,129.04,-0.012482227,132.7078571,121.2294,Red
1/26/2021,2021,1,26,Tuesday,4,2021-04,132.75,133.17,131.34,131.58,11307800,128.51,-0.004087201,133.1214286,121.5736,Red
1/27/2021,2021,1,27,Wednesday,4,2021-04,129.59,129.85,127.35,127.86,17603900,124.88,-0.028271816,132.8642857,121.8726,Red
1/28/2021,2021,1,28,Thursday,4,2021-04,129.9,132.17,128.99,130.11,13761800,127.08,0.017597444,132.4628571,122.2018,Red
1/29/2021,2021,1,29,Friday,4,2021-04,131.19,131.72,128.19,128.67,14808100,125.67,-0.011067557,131.95,122.4404,Red
2/1/2021,2021,2,1,Monday,5,2021-05,129.4,130.07,128.48,129.62,11080700,126.6,0.007383176,131.3621429,122.7206,Red
2/2/2021,2021,2,2,Tuesday,5,2021-05,131.94,134.39,131.22,133.61,12253600,130.49,0.030782334,130.9007143,123.0952,Red
2/3/2021,2021,2,3,Wednesday,5,2021-05,133.65,135.76,133.51,135.14,10600800,131.99,0.011451219,130.5371429,123.4938,Red
2/4/2021,2021,2,4,Thursday,5,2021-05,135.47,138.66,135.47,138.25,12419500,135.03,0.023013207,130.3335714,123.9724,Red
2/5/2021,2021,2,5,Friday,5,2021-05,139.39,139.49,137.38,137.98,10051300,134.76,-0.0019531,130.2871429,124.3816,Red
2/8/2021,2021,2,8,Monday,6,2021-06,138.2,140.3,138.18,140.14,10136400,136.87,0.015654698,130.4335714,124.7274,Green
2/9/2021,2021,2,9,Tuesday,6,2021-06,139.43,139.98,138.54,139.58,8614800,136.32,-0.003996217,130.685,125.0872,Green
2/10/2021,2021,2,10,Wednesday,6,2021-06,140,140.87,139.04,139.66,10323200,136.4,0.000573307,131.0221429,125.4642,Green
2/11/2021,2021,2,11,Thursday,6,2021-06,139.66,140.55,138.22,139.27,9201000,136.02,-0.002792625,131.4042857,125.8984,Green
2/12/2021,2021,2,12,Friday,6,2021-06,139.05,141.61,139,141.25,8324600,137.96,0.014217051,132.0414286,126.3354,Green
2/16/2021,2021,2,16,Tuesday,7,2021-07,143.55,145.32,142.4,144.65,12130600,141.28,0.024070706,132.9535714,126.7942,Green
2/17/2021,2021,2,17,Wednesday,7,2021-07,143.95,145.38,143.12,145.1,10810100,141.72,0.003111035,134.1564286,127.2772,Green
2/18/2021,2021,2,18,Thursday,7,2021-07,144,145.79,143.4,145.59,10587800,142.19,0.003376919,135.2357143,127.7484,Green
2/19/2021,2021,2,19,Friday,7,2021-07,145.86,148.84,145.86,148.02,11969800,144.57,0.016690736,136.5857143,128.276,Green
2/22/2021,2021,2,22,Monday,8,2021-08,146.87,150.19,146.79,149.41,11488400,145.92,0.009390608,137.9657143,128.8284,Red
2/23/2021,2021,2,23,Tuesday,8,2021-08,151.51,152.31,149.59,150.61,16234400,147.1,0.008031617,139.1521429,129.4228,Red
2/24/2021,2021,2,24,Wednesday,8,2021-08,150.11,153.76,150.11,153.26,15061400,149.69,0.017595078,140.4164286,130.0842,Red
2/25/2021,2021,2,25,Thursday,8,2021-08,154.27,154.9,150.59,151.18,18127700,147.65,-0.013571792,141.3178571,130.7184,Red
2/26/2021,2021,2,26,Friday,8,2021-08,150.3,150.87,146.51,147.17,19829200,143.74,-0.026524649,141.9592857,131.299,Red
3/1/2021,2021,3,1,Monday,9,2021-09,149.52,151.38,148.48,150.5,14845500,146.99,0.022626971,142.6821429,131.9054,Green
3/2/2021,2021,3,2,Tuesday,9,2021-09,150.08,151.78,149.84,150.01,14221700,146.51,-0.003255858,143.41,132.4954,Green
3/3/2021,2021,3,3,Wednesday,9,2021-09,151.23,154.98,150.82,152.91,14324100,149.34,0.019332133,144.3342857,133.1614,Green
3/4/2021,2021,3,4,Thursday,9,2021-09,152.61,154.38,148.62,150.56,20093900,147.05,-0.015368502,145.1221429,133.793,Green
3/5/2021,2021,3,5,Friday,9,2021-09,153.22,153.49,147.97,150.91,18465100,147.39,0.002324597,145.7957143,134.3446,Green
3/8/2021,2021,3,8,Monday,10,2021-10,152.47,155.46,150.75,152.91,17133300,149.34,0.013252975,146.3714286,134.9718,Green
3/9/2021,2021,3,9,Tuesday,10,2021-10,151.5,154.25,149.82,151.83,16238800,148.29,-0.00706299,146.8407143,135.512,Green
3/10/2021,2021,3,10,Wednesday,10,2021-10,151.91,156.16,151.51,155.13,14342200,151.51,0.021734827,147.5064286,136.1272,Green
3/11/2021,2021,3,11,Thursday,10,2021-10,154.11,156.15,153.36,154.32,11771500,150.72,-0.005221436,147.9457143,136.7108,Green
3/12/2021,2021,3,12,Friday,10,2021-10,156.86,157.63,155.07,156.15,12849500,152.51,0.01185844,148.4164286,137.3366,Green
3/15/2021,2021,3,15,Monday,11,2021-11,156.35,156.92,153.96,155.37,12101100,151.75,-0.004995228,148.7485714,137.9404,Red
3/16/2021,2021,3,16,Tuesday,11,2021-11,154.09,154.6,152.19,153.51,12805600,149.93,-0.011971366,148.7657143,138.4746,Red
3/17/2021,2021,3,17,Wednesday,11,2021-11,155.34,156.88,153.05,155.09,13952400,151.47,0.010292537,149.0385714,139.063,Red
3/18/2021,2021,3,18,Thursday,11,2021-11,157.6,161.69,157.11,157.65,21898500,153.97,0.016506476,149.7692857,139.688,Red
3/19/2021,2021,3,19,Friday,11,2021-11,155.51,155.94,151.19,155.14,54418800,151.52,-0.015921314,150.0928571,140.1488,Red
3/22/2021,2021,3,22,Monday,12,2021-12,152.8,153.97,150.61,150.97,19944800,147.45,-0.026878905,150.16,140.4438,Red
3/23/2021,2021,3,23,Tuesday,12,2021-12,150.33,152.12,148.96,149.46,17076300,145.97,-0.010001881,149.9192857,140.7062,Red
3/24/2021,2021,3,24,Wednesday,12,2021-12,150,153.18,149.86,150.62,13079800,147.11,0.007761224,149.9235714,140.9518,Red
3/25/2021,2021,3,25,Thursday,12,2021-12,150,152.97,149.33,152.55,15608300,148.99,0.012813693,150.0378571,141.1926,Red
3/26/2021,2021,3,26,Friday,12,2021-12,154.3,155.45,152.55,155.09,16754400,151.47,0.016650222,150.19,141.4804,Red
